transaction_id,date,customer_id,product_id,store_id,quantity,unit_price,discount
T-1735,2023-01-03,CUST-195,P001,ST-5,3.0,300.0,0.0
T-1736,2023-01-25,CUST-127,P005,ST-1,3.0,67.5,0.0
T-1737,2023-01-14,CUST-129,P005,ST-5,4.0,67.5,0.0
T-1738,2023-01-19,CUST-198,P001,ST-4,5.0,300.0,0.2
T-1739,2023-07-25,CUST-149,P003,ST-1,2.0,120.0,0.0
T-1740,24/12/2023,CUST-101,P005,ST-1,1.0,67.5,0.1
T-1741,2023-10-31,CUST-134,P002,ST-1,5.0,225.0,0.2
T-1742,2023-06-07,CUST-148,P001,ST-1,4.0,300.0,0.0
T-1743,2023-05-28,CUST-133,P003,ST-2,3.0,120.0,0.0
T-1744,2023-09-01,CUST-163,P004,ST-5,4.0,37.5,0.0
T-1745,2023-05-18,CUST-170,P005,ST-5,3.0,67.5,0.1
T-1746,2023-08-01,CUST-128,P005,ST-3,2.0,67.5,0.0
T-1747,2023-01-21,CUST-164,P001,ST-5,3.0,300.0,0.0
T-1748,2023-03-30,CUST-185,P001,ST-1,5.0,300.0,0.1
T-1749,2023-09-25,CUST-136,P003,ST-1,1.0,120.0,0.0
T-1750,10/12/2023,CUST-176,P002,ST-1,,225.0,0.0
T-1751,2023-08-21,CUST-125,P003,ST-4,5.0,120.0,0.0
T-1752,2023-05-21,CUST-172,P002,ST-5,5.0,225.0,0.2
T-1753,2023-09-08,CUST-158,P003,ST-2,4.0,120.0,0.2
T-1754,2023-03-30,CUST-192,P001,ST-1,1.0,300.0,0.0
T-1755,2023-07-15,CUST-125,P001,ST-5,4.0,300.0,0.1
T-1756,2023-04-17,CUST-109,P003,ST-1,2.0,120.0,0.0
T-1757,2023-11-26,CUST-160,P002,ST-4,2.0,225.0,0.1
T-1758,2023-01-19,CUST-193,P002,ST-2,5.0,225.0,0.0
T-1759,2023-01-24,CUST-122,P005,ST-3,2.0,67.5,0.0
T-1760,21/02/2023,CUST-126,P004,ST-5,4.0,37.5,0.0
T-1761,2023-04-13,CUST-142,P004,ST-1,2.0,37.5,0.0
T-1762,2023-01-11,CUST-174,P003,ST-2,2.0,120.0,0.1
T-1763,2023-12-08,CUST-150,P004,ST-5,1.0,37.5,0.1
T-1764,2023-07-10,CUST-182,P005,ST-4,5.0,67.5,0.0
T-1765,2023-04-20,CUST-155,P002,ST-3,3.0,225.0,0.2
T-1766,2023-10-01,CUST-136,P004,ST-5,3.0,37.5,0.0
T-1767,2023-11-12,CUST-168,P004,ST-1,4.0,37.5,0.0
T-1768,2023-04-05,CUST-109,P004,ST-2,3.0,37.5,0.0
T-1769,2023-01-01,CUST-146,P002,ST-1,2.0,225.0,0.0
T-1770,17/08/2023,CUST-106,P004,ST-1,4.0,37.5,0.2
T-1771,2023-02-20,CUST-187,P003,ST-4,5.0,120.0,0.0
T-1772,2023-11-24,CUST-167,P005,ST-2,3.0,67.5,0.0
T-1773,2023-09-22,CUST-108,P003,ST-5,2.0,120.0,0.2
T-1774,2023-07-18,CUST-192,P003,ST-4,4.0,120.0,0.0
T-1775,2023-11-03,CUST-129,P002,ST-1,4.0,225.0,0.2
T-1776,2023-06-25,CUST-146,P003,ST-3,2.0,120.0,0.0
T-1777,2023-01-21,CUST-170,P001,ST-5,4.0,300.0,0.2
T-1778,2023-05-29,CUST-180,P001,ST-1,3.0,300.0,0.0
T-1779,2023-01-17,CUST-177,P003,ST-5,3.0,120.0,0.0
T-1780,16/03/2023,CUST-186,P001,ST-1,1.0,300.0,0.2
T-1781,2023-11-26,CUST-187,P003,ST-3,4.0,120.0,0.0
T-1782,2023-02-07,CUST-161,P002,ST-5,5.0,225.0,0.0
T-1783,2023-12-16,CUST-123,P004,ST-3,5.0,37.5,0.0
T-1784,2023-03-20,CUST-103,P003,ST-2,3.0,120.0,0.0
T-1785,2023-12-04,CUST-150,P002,ST-3,1.0,225.0,0.0
T-1786,2023-02-26,CUST-177,P005,ST-1,5.0,67.5,0.2
T-1787,2023-07-28,CUST-185,P005,ST-3,1.0,67.5,0.0
T-1788,2023-07-28,CUST-180,P001,ST-5,1.0,300.0,0.2
T-1789,2023-11-24,CUST-101,P004,ST-2,1.0,37.5,0.2
T-1790,16/05/2023,CUST-180,P004,ST-3,3.0,37.5,0.1
T-1791,2023-01-13,CUST-113,P003,ST-5,2.0,120.0,0.0
T-1792,2023-04-15,CUST-137,P002,ST-5,3.0,225.0,0.0
T-1793,2023-04-19,CUST-104,P003,ST-3,4.0,120.0,0.1
T-1794,2023-02-11,CUST-175,P005,ST-3,1.0,67.5,0.1
T-1795,2023-04-26,CUST-156,P001,ST-4,2.0,300.0,0.2
T-1796,2023-02-18,CUST-148,P002,ST-5,5.0,225.0,0.0
T-1797,2023-02-06,CUST-170,P001,ST-1,3.0,300.0,0.2
T-1798,2023-10-31,CUST-122,P002,ST-5,2.0,225.0,0.0
T-1799,2023-06-10,CUST-129,P001,ST-5,1.0,300.0,0.0
T-1800,23/07/2023,CUST-197,P001,ST-4,,300.0,0.0
T-1801,2023-05-29,CUST-135,P005,ST-2,3.0,67.5,0.0
T-1802,2023-10-28,CUST-191,P003,ST-3,2.0,120.0,0.1
T-1803,2023-02-09,CUST-136,P004,ST-1,2.0,37.5,0.0
T-1804,2023-06-17,CUST-123,P005,ST-4,2.0,67.5,0.0
T-1805,2023-06-27,CUST-160,P001,ST-2,1.0,300.0,0.0
T-1806,2023-08-24,CUST-193,P001,ST-1,4.0,300.0,0.0
T-1807,2023-03-01,CUST-129,P001,ST-1,2.0,300.0,0.0
T-1808,2023-09-12,CUST-121,P002,ST-5,2.0,225.0,0.0
T-1809,2023-11-07,CUST-191,P005,ST-5,5.0,67.5,0.0
T-1810,29/10/2023,CUST-154,P003,ST-4,1.0,120.0,0.0
T-1811,2023-06-27,CUST-128,P004,ST-3,4.0,37.5,0.0
T-1812,2023-05-04,CUST-141,P004,ST-3,5.0,37.5,0.0
T-1813,2023-03-01,CUST-164,P003,ST-1,5.0,120.0,0.1
T-1814,2023-08-21,CUST-139,P004,ST-2,2.0,37.5,0.0
T-1815,2023-11-27,CUST-182,P004,ST-1,3.0,37.5,0.0
T-1816,2023-12-20,CUST-103,P001,ST-4,4.0,300.0,0.1
T-1817,2023-01-16,CUST-165,P002,ST-4,3.0,225.0,0.2
T-1818,2023-04-10,CUST-190,P005,ST-3,2.0,67.5,0.0
T-1819,2023-07-11,CUST-123,P004,ST-1,2.0,37.5,0.0
T-1820,17/03/2023,CUST-121,P001,ST-4,4.0,300.0,0.0
T-1821,2023-11-30,CUST-188,P001,ST-4,2.0,300.0,0.1
T-1822,2023-08-25,CUST-180,P002,ST-3,4.0,225.0,0.0
T-1823,2023-02-13,CUST-150,P004,ST-1,5.0,37.5,0.2
T-1824,2023-01-01,CUST-104,P002,ST-1,2.0,225.0,0.1
T-1825,2023-11-15,CUST-194,P005,ST-4,1.0,67.5,0.1
T-1826,2023-12-30,CUST-137,P001,ST-4,4.0,300.0,0.0
T-1827,2023-09-23,CUST-123,P003,ST-4,1.0,120.0,0.0
T-1828,2023-08-05,CUST-133,P001,ST-2,2.0,300.0,0.1
T-1829,2023-11-24,CUST-199,P004,ST-5,5.0,37.5,0.0
T-1830,09/10/2023,CUST-177,P002,ST-2,4.0,225.0,0.0
T-1831,2023-01-04,CUST-139,P004,ST-2,3.0,37.5,0.0
T-1832,2023-07-14,CUST-177,P004,ST-2,2.0,37.5,0.0
T-1833,2023-07-15,CUST-130,P001,ST-5,3.0,300.0,0.2
T-1834,2023-08-22,CUST-155,P002,ST-3,1.0,225.0,0.0
T-1835,2023-11-19,CUST-189,P005,ST-5,5.0,67.5,0.1
T-1836,2023-03-05,CUST-136,P003,ST-2,4.0,120.0,0.2
T-1837,2023-01-28,CUST-194,P001,ST-2,2.0,300.0,0.0
T-1838,2023-05-12,CUST-161,P005,ST-2,2.0,67.5,0.0
T-1839,2023-12-01,CUST-122,P005,ST-3,3.0,67.5,0.2
T-1840,14/04/2023,CUST-160,P002,ST-5,1.0,225.0,0.2
T-1841,2023-08-26,CUST-102,P004,ST-3,2.0,37.5,0.2
T-1842,2023-07-31,CUST-172,P004,ST-3,3.0,37.5,0.0
T-1843,2023-05-10,CUST-193,P001,ST-1,5.0,300.0,0.0
T-1844,2023-10-07,CUST-178,P005,ST-5,1.0,67.5,0.0
T-1845,2023-07-21,CUST-165,P005,ST-5,1.0,67.5,0.2
T-1846,2023-10-31,CUST-154,P003,ST-1,3.0,120.0,0.1
T-1847,2023-11-05,CUST-113,P004,ST-5,1.0,37.5,0.0
T-1848,2023-10-29,CUST-172,P001,ST-1,5.0,300.0,0.0
T-1849,2023-11-21,CUST-195,P002,ST-4,3.0,225.0,0.2
T-1850,22/01/2023,CUST-187,P002,ST-1,,225.0,0.2
T-1851,2023-09-24,CUST-108,P001,ST-2,4.0,300.0,0.1
T-1852,2023-10-13,CUST-169,P004,ST-2,3.0,37.5,0.0
T-1853,2023-04-27,CUST-175,P002,ST-1,5.0,225.0,0.1
T-1854,2023-10-28,CUST-106,P001,ST-3,1.0,300.0,0.1
T-1855,2023-05-13,CUST-109,P001,ST-5,5.0,300.0,0.0
T-1856,2023-04-20,CUST-144,P005,ST-3,2.0,67.5,0.0
T-1857,2023-03-21,CUST-134,P002,ST-5,1.0,225.0,0.0
T-1858,2023-06-30,CUST-137,P005,ST-3,5.0,67.5,0.0
T-1859,2023-08-09,CUST-156,P003,ST-2,5.0,120.0,0.0
T-1860,01/10/2023,CUST-176,P004,ST-1,1.0,37.5,0.2
T-1861,2023-05-04,CUST-110,P001,ST-5,1.0,300.0,0.1
T-1862,2023-04-15,CUST-129,P001,ST-5,1.0,300.0,0.0
T-1863,2023-03-04,CUST-164,P005,ST-4,5.0,67.5,0.0
T-1864,2023-05-21,CUST-142,P004,ST-3,5.0,37.5,0.2
T-1865,2023-02-26,CUST-166,P001,ST-5,2.0,300.0,0.0
T-1866,2023-11-03,CUST-199,P002,ST-3,1.0,225.0,0.0
T-1867,2023-09-24,CUST-195,P003,ST-3,2.0,120.0,0.1
T-1868,2023-12-25,CUST-162,P001,ST-4,2.0,300.0,0.1
T-1869,2023-12-20,CUST-135,P005,ST-2,2.0,67.5,0.0
T-1870,04/07/2023,CUST-140,P001,ST-3,1.0,300.0,0.2
T-1871,2023-05-02,CUST-140,P003,ST-4,2.0,120.0,0.2
T-1872,2023-08-16,CUST-172,P005,ST-4,1.0,67.5,0.1
T-1873,2023-04-26,CUST-154,P005,ST-4,2.0,67.5,0.0
T-1874,2023-08-16,CUST-143,P005,ST-4,5.0,67.5,0.0
T-1875,2023-09-28,CUST-166,P003,ST-2,5.0,120.0,0.0
T-1876,2023-11-30,CUST-180,P005,ST-3,2.0,67.5,0.0
T-1877,2023-07-22,CUST-197,P003,ST-4,4.0,120.0,0.0
T-1878,2023-01-29,CUST-194,P002,ST-4,2.0,225.0,0.0
T-1879,2023-10-04,CUST-199,P001,ST-1,4.0,300.0,0.1
T-1880,24/01/2023,CUST-124,P003,ST-5,5.0,120.0,0.1
T-1881,2023-06-16,CUST-136,P001,ST-3,2.0,300.0,0.0
T-1882,2023-11-21,CUST-200,P005,ST-3,4.0,67.5,0.1
T-1883,2023-08-12,CUST-166,P001,ST-4,3.0,300.0,0.0
T-1884,2023-05-30,CUST-158,P001,ST-2,5.0,300.0,0.1
T-1885,2023-01-17,CUST-193,P003,ST-1,5.0,120.0,0.1
T-1886,2023-08-15,CUST-183,P003,ST-4,3.0,120.0,0.0
T-1887,2023-03-20,CUST-156,P002,ST-2,2.0,225.0,0.0
T-1888,2023-03-08,CUST-199,P005,ST-5,1.0,67.5,0.1
T-1889,2023-05-16,CUST-175,P003,ST-1,3.0,120.0,0.1
T-1890,14/09/2023,CUST-102,P003,ST-2,2.0,120.0,0.0
T-1891,2023-10-16,CUST-145,P005,ST-1,3.0,67.5,0.0
T-1892,2023-02-23,CUST-102,P004,ST-1,3.0,37.5,0.0
T-1893,2023-12-01,CUST-179,P003,ST-4,4.0,120.0,0.1
T-1894,2023-02-06,CUST-148,P004,ST-2,4.0,37.5,0.1
T-1895,2023-10-01,CUST-144,P003,ST-4,5.0,120.0,0.0
T-1896,2023-12-09,CUST-132,P004,ST-3,4.0,37.5,0.1
T-1897,2023-06-07,CUST-119,P002,ST-5,2.0,225.0,0.0
T-1898,2023-06-05,CUST-161,P004,ST-2,4.0,37.5,0.0
T-1899,2023-12-19,CUST-113,P001,ST-1,5.0,300.0,0.1
T-1900,12/08/2023,CUST-195,P002,ST-3,,225.0,0.0
T-1901,2023-10-09,CUST-107,P004,ST-2,5.0,37.5,0.1
T-1902,2023-03-03,CUST-111,P004,ST-2,2.0,37.5,0.0
T-1903,2023-07-05,CUST-145,P005,ST-4,2.0,67.5,0.1
T-1904,2023-05-27,CUST-112,P005,ST-3,2.0,67.5,0.0
T-1905,2023-08-30,CUST-108,P002,ST-1,3.0,225.0,0.0
T-1906,2023-05-24,CUST-157,P002,ST-3,1.0,225.0,0.0
T-1907,2023-12-21,CUST-132,P005,ST-5,1.0,67.5,0.1
T-1908,2023-04-10,CUST-164,P002,ST-2,4.0,225.0,0.2
T-1909,2023-12-24,CUST-158,P001,ST-4,5.0,300.0,0.2
T-1910,20/05/2023,CUST-124,P004,ST-1,3.0,37.5,0.0
T-1911,2023-05-06,CUST-134,P003,ST-2,5.0,120.0,0.0
T-1912,2023-11-17,CUST-183,P001,ST-1,5.0,300.0,0.0
T-1913,2023-02-27,CUST-145,P003,ST-3,1.0,120.0,0.0
T-1914,2023-10-20,CUST-133,P004,ST-3,4.0,37.5,0.0
T-1915,2023-04-09,CUST-180,P002,ST-1,4.0,225.0,0.1
T-1916,2023-03-26,CUST-186,P003,ST-3,2.0,120.0,0.1
T-1917,2023-12-07,CUST-164,P003,ST-2,4.0,120.0,0.1
T-1918,2023-10-25,CUST-111,P003,ST-5,5.0,120.0,0.2
T-1919,2023-09-30,CUST-175,P003,ST-4,4.0,120.0,0.2
T-1920,12/12/2023,CUST-118,P004,ST-3,3.0,37.5,0.2
T-1921,2023-11-24,CUST-126,P001,ST-2,3.0,300.0,0.1
T-1922,2023-11-18,CUST-108,P002,ST-1,1.0,225.0,0.1
T-1923,2023-01-03,CUST-152,P002,ST-5,5.0,225.0,0.0
T-1924,2023-03-17,CUST-157,P002,ST-4,2.0,225.0,0.2
T-1925,2023-03-21,CUST-183,P002,ST-3,5.0,225.0,0.0
T-1926,2023-08-16,CUST-160,P005,ST-2,1.0,67.5,0.2
T-1927,2023-01-28,CUST-105,P004,ST-2,5.0,37.5,0.0
T-1928,2023-04-26,CUST-131,P001,ST-1,5.0,300.0,0.0
T-1929,2023-06-05,CUST-191,P004,ST-3,3.0,37.5,0.0
T-1930,31/07/2023,CUST-155,P004,ST-2,3.0,37.5,0.0
T-1931,2023-06-10,CUST-171,P002,ST-1,3.0,225.0,0.0
T-1932,2023-11-16,CUST-134,P005,ST-4,3.0,67.5,0.0
T-1933,2023-05-27,CUST-104,P003,ST-1,4.0,120.0,0.0
T-1934,2023-11-02,CUST-129,P002,ST-3,4.0,225.0,0.0
T-1935,2023-11-10,CUST-127,P003,ST-3,3.0,120.0,0.0
T-1936,2023-12-27,CUST-143,P002,ST-3,2.0,225.0,0.0
T-1937,2023-07-15,CUST-188,P002,ST-4,3.0,225.0,0.0
T-1938,2023-04-15,CUST-165,P001,ST-5,1.0,300.0,0.0
T-1939,2023-10-08,CUST-150,P002,ST-5,1.0,225.0,0.2
T-1940,10/10/2023,CUST-194,P002,ST-3,2.0,225.0,0.0
T-1941,2023-04-16,CUST-146,P004,ST-4,1.0,37.5,0.0
T-1942,2023-03-05,CUST-174,P002,ST-5,2.0,225.0,0.0
T-1943,2023-01-08,CUST-129,P001,ST-2,2.0,300.0,0.0
T-1944,2023-07-04,CUST-172,P002,ST-4,5.0,225.0,0.1
T-1945,2023-01-06,CUST-135,P003,ST-1,4.0,120.0,0.0
T-1946,2023-12-26,CUST-149,P005,ST-5,1.0,67.5,0.0
T-1947,2023-10-28,CUST-135,P005,ST-1,5.0,67.5,0.0
T-1948,2023-07-19,CUST-131,P002,ST-3,2.0,225.0,0.0
T-1949,2023-10-30,CUST-117,P002,ST-5,4.0,225.0,0.0
T-1950,14/02/2023,CUST-161,P003,ST-4,,120.0,0.0
T-1951,2023-06-11,CUST-148,P003,ST-2,2.0,120.0,0.0
T-1952,2023-09-08,CUST-171,P001,ST-2,3.0,300.0,0.0
T-1953,2023-01-19,CUST-183,P003,ST-3,1.0,120.0,0.0
T-1954,2023-04-27,CUST-128,P004,ST-2,3.0,37.5,0.0
T-1955,2023-07-30,CUST-181,P004,ST-2,2.0,37.5,0.2
T-1956,2023-12-08,CUST-168,P003,ST-3,2.0,120.0,0.1
T-1957,2023-09-06,CUST-154,P001,ST-2,4.0,300.0,0.0
T-1958,2023-01-04,CUST-200,P003,ST-5,4.0,120.0,0.1
T-1959,2023-09-14,CUST-163,P005,ST-2,5.0,67.5,0.1
T-1960,03/03/2023,CUST-173,P001,ST-4,4.0,300.0,0.0
T-1961,2023-07-22,CUST-154,P003,ST-4,1.0,120.0,0.0
T-1962,2023-12-15,CUST-104,P005,ST-2,4.0,67.5,0.0
T-1963,2023-12-02,CUST-170,P005,ST-2,5.0,67.5,0.1
T-1964,2023-07-10,CUST-133,P001,ST-2,3.0,300.0,0.0
T-1965,2023-03-11,CUST-193,P003,ST-2,1.0,120.0,0.2
T-1966,2023-08-25,CUST-163,P001,ST-4,2.0,300.0,0.2
T-1967,2023-05-18,CUST-170,P004,ST-5,2.0,37.5,0.0
T-1968,2023-08-22,CUST-111,P004,ST-1,1.0,37.5,0.1
T-1969,2023-07-11,CUST-159,P004,ST-2,1.0,37.5,0.0
T-1970,12/07/2023,CUST-196,P001,ST-4,4.0,300.0,0.0
T-1971,2023-05-11,CUST-185,P005,ST-3,1.0,67.5,0.0
T-1972,2023-04-23,CUST-169,P004,ST-3,1.0,37.5,0.0
T-1973,2023-10-13,CUST-156,P005,ST-4,5.0,67.5,0.0
T-1974,2023-05-10,CUST-161,P002,ST-2,5.0,225.0,0.0
T-1975,2023-04-19,CUST-114,P004,ST-3,2.0,37.5,0.1
T-1976,2023-07-01,CUST-172,P002,ST-3,4.0,225.0,0.2
T-1977,2023-10-25,CUST-174,P002,ST-2,1.0,225.0,0.0
T-1978,2023-07-21,CUST-141,P002,ST-5,2.0,225.0,0.0
T-1979,2023-06-05,CUST-200,P002,ST-2,2.0,225.0,0.0
T-1980,17/08/2023,CUST-125,P005,ST-1,1.0,67.5,0.0
T-1981,2023-12-17,CUST-200,P004,ST-2,1.0,37.5,0.1
T-1982,2023-07-13,CUST-176,P003,ST-4,4.0,120.0,0.0
T-1983,2023-12-13,CUST-167,P004,ST-1,1.0,37.5,0.2
T-1984,2023-05-20,CUST-105,P003,ST-5,5.0,120.0,0.1
T-1985,2023-12-19,CUST-174,P004,ST-5,5.0,37.5,0.2
T-1986,2023-07-30,CUST-132,P004,ST-2,2.0,37.5,0.0
T-1987,2023-09-09,CUST-124,P002,ST-3,2.0,225.0,0.0
T-1988,2023-01-10,CUST-133,P005,ST-2,2.0,67.5,0.1
T-1989,2023-08-09,CUST-122,P001,ST-2,3.0,300.0,0.0
T-1990,24/08/2023,CUST-187,P004,ST-3,2.0,37.5,0.0
T-1991,2023-03-14,CUST-180,P002,ST-4,2.0,225.0,0.0
T-1992,2023-03-28,CUST-135,P003,ST-3,3.0,120.0,0.2
T-1993,2023-08-09,CUST-133,P002,ST-2,5.0,225.0,0.2
T-1994,2023-06-21,CUST-108,P005,ST-4,5.0,67.5,0.1
T-1995,2023-09-10,CUST-158,P005,ST-4,3.0,67.5,0.1
T-1996,2023-11-27,CUST-146,P001,ST-1,1.0,300.0,0.1
T-1997,2023-02-13,CUST-124,P004,ST-1,1.0,37.5,0.0
T-1998,2023-08-18,CUST-148,P001,ST-3,2.0,300.0,0.0
T-1999,2023-07-16,CUST-110,P002,ST-3,3.0,225.0,0.1
T-2000,13/10/2023,CUST-192,P002,ST-4,,225.0,0.1
T-2001,2023-10-16,CUST-116,P003,ST-2,4.0,120.0,0.2
T-2002,2023-04-03,CUST-114,P002,ST-2,3.0,225.0,0.1
T-2003,2023-02-06,CUST-177,P004,ST-2,5.0,37.5,0.1
T-2004,2023-05-29,CUST-199,P004,ST-3,1.0,37.5,0.1
T-2005,2023-09-05,CUST-118,P004,ST-4,4.0,37.5,0.0
T-2006,2023-04-23,CUST-185,P002,ST-5,3.0,225.0,0.1
T-2007,2023-10-15,CUST-132,P005,ST-4,5.0,67.5,0.2
T-2008,2023-04-07,CUST-146,P004,ST-3,5.0,37.5,0.1
T-2009,2023-04-21,CUST-131,P003,ST-5,4.0,120.0,0.2
T-2010,03/04/2023,CUST-154,P003,ST-4,3.0,120.0,0.0
T-2011,2023-08-29,CUST-195,P001,ST-1,5.0,300.0,0.2
T-2012,2023-10-02,CUST-117,P004,ST-5,3.0,37.5,0.0
T-2013,2023-03-02,CUST-119,P003,ST-2,4.0,120.0,0.0
T-2014,2023-12-21,CUST-104,P003,ST-2,2.0,120.0,0.1
T-2015,2023-09-01,CUST-174,P002,ST-5,5.0,225.0,0.1
T-2016,2023-06-13,CUST-157,P001,ST-4,4.0,300.0,0.0
T-2017,2023-02-01,CUST-142,P002,ST-2,4.0,225.0,0.1
T-2018,2023-04-20,CUST-187,P005,ST-2,2.0,67.5,0.0
T-2019,2023-10-15,CUST-192,P001,ST-5,1.0,300.0,0.0
T-2020,27/08/2023,CUST-147,P001,ST-4,5.0,300.0,0.0
T-2021,2023-02-23,CUST-110,P004,ST-2,4.0,37.5,0.2
T-2022,2023-09-01,CUST-129,P005,ST-2,3.0,67.5,0.1
T-2023,2023-06-07,CUST-199,P003,ST-3,3.0,120.0,0.2
T-2024,2023-11-29,CUST-156,P004,ST-2,1.0,37.5,0.2
T-2025,2023-02-24,CUST-153,P005,ST-3,4.0,67.5,0.0
T-2026,2023-03-25,CUST-114,P001,ST-4,5.0,300.0,0.0
T-2027,2023-09-11,CUST-174,P005,ST-3,2.0,67.5,0.1
T-2028,2023-03-29,CUST-117,P001,ST-1,2.0,300.0,0.2
T-2029,2023-12-17,CUST-120,P004,ST-5,2.0,37.5,0.0
T-2030,07/04/2023,CUST-153,P001,ST-2,5.0,300.0,0.0
T-2031,2023-12-25,CUST-142,P003,ST-3,4.0,120.0,0.1
T-2032,2023-03-08,CUST-112,P002,ST-5,4.0,225.0,0.0
T-2033,2023-08-29,CUST-112,P004,ST-1,5.0,37.5,0.1
T-2034,2023-07-29,CUST-129,P004,ST-4,4.0,37.5,0.0
T-2035,2023-02-25,CUST-161,P004,ST-5,5.0,37.5,0.0
T-2036,2023-09-04,CUST-157,P003,ST-5,5.0,120.0,0.2
T-2037,2023-02-22,CUST-150,P003,ST-1,5.0,120.0,0.0
T-2038,2023-04-16,CUST-118,P001,ST-2,3.0,300.0,0.2
T-2039,2023-07-27,CUST-157,P004,ST-5,3.0,37.5,0.2
T-2040,05/07/2023,CUST-111,P005,ST-4,1.0,67.5,0.0
T-2041,2023-01-10,CUST-142,P003,ST-1,3.0,120.0,0.0
T-2042,2023-01-02,CUST-178,P005,ST-4,5.0,67.5,0.2
T-2043,2023-03-25,CUST-109,P002,ST-5,3.0,225.0,0.1
T-2044,2023-08-10,CUST-166,P002,ST-1,5.0,225.0,0.2
T-2045,2023-09-04,CUST-199,P005,ST-3,3.0,67.5,0.0
T-2046,2023-05-14,CUST-166,P003,ST-3,5.0,120.0,0.0
T-2047,2023-04-02,CUST-183,P003,ST-2,1.0,120.0,0.0
T-2048,2023-01-29,CUST-116,P003,ST-1,5.0,120.0,0.2
T-2049,2023-12-09,CUST-166,P004,ST-5,2.0,37.5,0.1
T-2050,18/06/2023,CUST-179,P002,ST-2,,225.0,0.0
T-2051,2023-03-04,CUST-194,P005,ST-3,4.0,67.5,0.0
T-2052,2023-09-20,CUST-140,P004,ST-3,4.0,37.5,0.2
T-2053,2023-01-03,CUST-154,P002,ST-3,1.0,225.0,0.2
T-2054,2023-07-23,CUST-196,P003,ST-5,3.0,120.0,0.0
T-2055,2023-08-02,CUST-197,P005,ST-3,5.0,67.5,0.0
T-2056,2023-02-14,CUST-121,P002,ST-2,3.0,225.0,0.0
T-2057,2023-07-03,CUST-183,P003,ST-5,1.0,120.0,0.0
T-2058,2023-04-16,CUST-178,P004,ST-2,5.0,37.5,0.0
T-2059,2023-04-14,CUST-190,P003,ST-3,1.0,120.0,0.0
T-2060,17/12/2023,CUST-146,P002,ST-2,2.0,225.0,0.0
T-2061,2023-11-04,CUST-112,P002,ST-1,2.0,225.0,0.0
T-2062,2023-03-21,CUST-126,P005,ST-4,4.0,67.5,0.0
T-2063,2023-11-13,CUST-161,P004,ST-1,4.0,37.5,0.2
T-2064,2023-04-20,CUST-129,P001,ST-5,2.0,300.0,0.0
T-2065,2023-10-17,CUST-121,P003,ST-4,4.0,120.0,0.0
T-2066,2023-12-25,CUST-120,P003,ST-1,4.0,120.0,0.1
T-2067,2023-08-07,CUST-135,P003,ST-1,4.0,120.0,0.0
T-2068,2023-11-11,CUST-136,P004,ST-5,1.0,37.5,0.0
T-2069,2023-07-01,CUST-184,P003,ST-5,1.0,120.0,0.0
T-2070,25/06/2023,CUST-140,P005,ST-4,1.0,67.5,0.0
T-2071,2023-12-03,CUST-122,P005,ST-5,5.0,67.5,0.1
T-2072,2023-07-23,CUST-156,P004,ST-1,2.0,37.5,0.0
T-2073,2023-04-09,CUST-102,P003,ST-3,1.0,120.0,0.0
T-2074,2023-06-05,CUST-130,P001,ST-1,2.0,300.0,0.2
T-2075,2023-08-19,CUST-182,P001,ST-3,3.0,300.0,0.0
T-2076,2023-05-14,CUST-181,P001,ST-4,4.0,300.0,0.0
T-2077,2023-08-23,CUST-160,P003,ST-4,4.0,120.0,0.0
T-2078,2023-06-06,CUST-120,P005,ST-4,5.0,67.5,0.0
T-2079,2023-03-10,CUST-121,P003,ST-4,4.0,120.0,0.0
T-2080,31/05/2023,CUST-134,P005,ST-4,3.0,67.5,0.0
T-2081,2023-11-06,CUST-135,P005,ST-1,2.0,67.5,0.0
T-2082,2023-07-19,CUST-104,P004,ST-1,4.0,37.5,0.2
T-2083,2023-04-18,CUST-152,P005,ST-3,3.0,67.5,0.1
T-2084,2023-09-07,CUST-118,P005,ST-3,4.0,67.5,0.2
T-2085,2023-03-15,CUST-182,P001,ST-3,4.0,300.0,0.0
T-2086,2023-03-07,CUST-155,P004,ST-5,3.0,37.5,0.2
T-2087,2023-07-15,CUST-137,P004,ST-3,5.0,37.5,0.0
T-2088,2023-07-18,CUST-143,P005,ST-1,5.0,67.5,0.0
T-2089,2023-07-06,CUST-121,P005,ST-2,5.0,67.5,0.0
T-2090,04/02/2023,CUST-167,P005,ST-3,2.0,67.5,0.2
T-2091,2023-11-04,CUST-148,P005,ST-4,4.0,67.5,0.2
T-2092,2023-09-11,CUST-120,P002,ST-1,3.0,225.0,0.0
T-2093,2023-02-01,CUST-142,P004,ST-5,5.0,37.5,0.2
T-2094,2023-08-11,CUST-170,P005,ST-4,5.0,67.5,0.2
T-2095,2023-10-26,CUST-162,P002,ST-4,4.0,225.0,0.0
T-2096,2023-11-02,CUST-128,P001,ST-4,2.0,300.0,0.0
T-2097,2023-10-09,CUST-162,P001,ST-2,1.0,300.0,0.0
T-2098,2023-08-04,CUST-175,P005,ST-5,1.0,67.5,0.0
T-2099,2023-09-01,CUST-120,P001,ST-4,3.0,300.0,0.2
T-2100,12/12/2023,CUST-165,P001,ST-1,,300.0,0.0
T-2101,2023-09-06,CUST-154,P001,ST-5,2.0,300.0,0.0
T-2102,2023-12-27,CUST-116,P001,ST-2,4.0,300.0,0.2
